Annual Temperature Rise (°C),Urbanization Rate (%),Deforestation Policies Index (0-10),"Industrial Activity (CO₂ Emissions, metric tons)",Rainfall Levels (mm),Forest Cover Loss (sq km per year)
0.8582989839166437,40.73914625633954,3.565589211768887,2887.7148886391096,2345.738776195769,14.930059156601503
0.1497916840039674,12.796358130026604,4.473027562526006,4420.373951229065,1339.0231106022534,-3.5835227474161666
0.2123207070949344,35.36054430001434,9.655179182347664,4715.337377576059,2412.766479082827,-25.808644904806776
1.6749450392375491,67.84732181203887,3.773484772303117,3723.8599157452136,1581.917704270484,29.325829734897845
0.4796399044131805,59.10493710256162,2.58226813259983,524.4368281880007,1710.461245806492,13.201908948646768
0.3899165429972611,42.15405589157695,2.434670440667601,3378.855362120769,2120.2553181526782,22.01042425760204
1.0098229025002785,13.857107461118176,4.5776461270413416,2110.488237176044,545.8959599980599,-2.450712319674121
1.537494262725026,39.88263094763119,7.59520148716944,2406.4348975062017,2134.985553550621,4.478932697334482
0.1238930371579758,42.83174578025184,2.059881841884732,340.82711269136746,2046.4628726802885,9.390683752060038
1.1536158392765117,74.99888730258952,7.092961271407681,1036.2044827971552,1274.6177918831995,15.588029462858426
0.2384208856811467,54.87602725075117,0.2114982334941628,3973.516676914874,714.4857122487238,39.26192561299061
0.0729221016512369,31.815704165825423,4.18932977983946,2324.398281934513,727.3386247826029,-7.958489182298122
0.1054879043244347,46.772278511550496,7.758650652027868,1578.1449839926297,2808.059367463072,-18.08536934496108
1.668328216416883,14.623871547551204,3.387329557744314,1981.6934624282949,2223.198303064593,-1.8326323419246464
0.2359449672561231,78.07977649548158,5.637371014453994,4286.557615295833,817.756534426851,17.907766735955843
0.0903027288245839,35.20419313515082,2.049792328259108,3770.0951852842886,1391.8079232722655,14.821776995892735
0.8757997742858246,43.45071484391951,7.419953911261723,1434.3454461873057,1981.2074847539911,-14.81801540604024
1.6879869438840496,34.86987819658458,0.5227910326875962,675.7590170406293,2588.929262726622,28.08227024223455
0.5248167529786039,57.77582110813401,8.525426448755004,1334.791286055951,609.1523217825213,-15.14077348048682
0.8434252350518328,56.35625108307151,1.9819638642166808,4611.706610168195,1091.582828675022,38.36782242508984
0.0798450651275024,60.07256173703949,8.743980317083308,2949.7853054638013,2724.3724757384502,-18.48090279243625
0.8981570282697517,28.77002607283445,3.525292413005173,2714.053022849436,522.9138754595413,4.4638985523152055
1.1552261612742674,32.09679368148462,7.226835744744866,3022.3286384930616,1003.4977569847184,-12.676135844162786
1.1418141075042896,18.76758617673456,3.1922529778618847,1893.5385021579248,2897.5604399324147,-2.9617042055689384
0.6648533843487303,55.88569802922788,9.059116712346476,4054.824399565613,2033.504616305428,-18.2331247882002
0.631066361326271,12.78579891349568,1.2663712551837436,2664.102621571224,1154.178416593766,5.495381091911332
0.2132472378731957,51.83776348664213,1.785197892725987,672.0647235670981,667.4777359896191,23.96449602425384
0.7335966412925368,70.87871193961436,4.930301251588023,732.4191116624085,570.4783511180553,16.933661296063914
0.1989893377459293,72.35825038027434,0.8193843903814613,2730.60981786283,1111.862699092318,30.310135074604663
1.5331918894241032,41.43264322589732,1.9598018470176195,4689.194068547112,2703.714548972276,28.647792345123023
1.932548595496372,42.15125817491517,9.437663822120143,1610.925396213374,1539.7841357437735,-7.49522680360946
1.940148913333413,15.387842810561216,9.764896611478871,4360.751727410169,2300.8334229149823,-10.12701951977564
1.7301421987507877,56.9535517810125,3.762593293304219,3844.0683742365086,2795.7125884498946,30.219835487318395
1.2015842986792382,67.48815942609919,9.232860210139355,1314.2809702438435,1520.1011540070415,-0.8081292365240187
1.40173139448776,27.125853822329912,5.448246756734317,278.069666749588,978.1934275934926,2.485898864887404
0.5704116053608281,39.49106171433553,2.6974246587376705,599.0515991976754,1792.7948271422988,7.110336993155837
1.2615408403452413,68.71875357356893,7.023987210805986,3669.620275852457,2770.209217649636,10.50639613043196
0.9112990988797548,71.39843273636016,6.589018065748572,1078.381716399169,2510.936035344252,14.785773872158174
0.964034679553865,27.022598618495817,9.891253191087332,1919.2275104764296,664.5746084078844,-32.63778378900214
1.515553120750316,48.5399444178955,2.650472874092833,2558.3259134314817,2231.4320001939545,29.43522243797254
0.5638367111945033,23.474520544507897,6.720595026617354,3654.794025405798,1929.7438061473845,-15.260948494957228
0.6360792233890398,17.131513489768956,0.5202375502944689,654.8329939697144,2768.657940866064,3.871606286377008
1.8492835822572733,73.77843509743703,1.136460386967194,2091.1953858595616,806.2035421257431,48.6990519133286
0.1124485897019444,67.43552529624765,0.0391837495109326,2476.857254799208,1835.0902830116413,34.86314356097304
0.9712685968266808,63.20244312622217,9.994606810596732,2750.0526134605443,2698.656733779731,-11.472638828547208
1.825601600815724,13.41364231691983,8.022736971474778,4109.967142836562,1525.0594668543574,-13.579603739281527
1.220726015636314,69.06101548971802,7.867230147335408,941.2231557117628,1704.9872943321675,0.655812867388875
1.0928141484242642,40.66308531337686,5.097260752881797,4058.374113950449,676.1516941673957,2.3350212596661173
0.4994883584587104,33.967658630710176,3.0006708290544,3495.104295713596,1195.359101122277,6.760471320972204
0.6865509781288965,48.253345271776354,1.5126428446267592,2823.766989574901,1311.2666229223682,22.58122657312117
1.704096831609386,16.39472699064891,2.8467473884646366,3527.6865649726024,2862.8061218622174,10.227704994287892
1.1184362635369165,62.96525845466792,3.759712219291391,2118.8869208631163,1206.6684013528975,34.301628827321224
1.0294843875135598,50.77045538218072,7.5631009698029406,778.1481712438103,1652.17183817413,-8.61543342239061
0.1991594270800578,23.06130678112173,5.396617889031524,3362.2496773003,2178.2610589106994,-18.38977987466353
